"","ZCTA","year","month","type","crime_count"
"7293","68164",2022,"March","burglary",3
"7294","68164",2022,"March","criminal mischief",14
"7295","68164",2022,"March","other crimes",38
"7296","68164",2022,"March","theft",44
"7297","68164",2022,"April","assault",12
"7298","68164",2022,"April","criminal mischief",27
"7299","68164",2022,"April","other crimes",47
"7300","68164",2022,"April","theft",64
"7301","68164",2022,"May","assault",18
"7302","68164",2022,"May","burglary",4
"7303","68164",2022,"May","criminal mischief",22
"7304","68164",2022,"May","other crimes",62
"7305","68164",2022,"May","theft",49
"7306","68164",2022,"June","assault",36
"7307","68164",2022,"June","burglary",4
"7308","68164",2022,"June","criminal mischief",14
"7309","68164",2022,"June","other crimes",35
"7310","68164",2022,"June","theft",51
"7311","68164",2022,"July","assault",17
"7312","68164",2022,"July","burglary",1
"7313","68164",2022,"July","criminal mischief",19
"7314","68164",2022,"July","other crimes",56
"7315","68164",2022,"July","theft",58
"7316","68164",2022,"August","assault",21
"7317","68164",2022,"August","burglary",7
"7318","68164",2022,"August","criminal mischief",16
"7319","68164",2022,"August","other crimes",46
"7320","68164",2022,"August","theft",62
"7321","68164",2022,"September","assault",20
"7322","68164",2022,"September","burglary",4
"7323","68164",2022,"September","criminal mischief",21
"7324","68164",2022,"September","other crimes",46
"7325","68164",2022,"September","theft",33
"7326","68164",2022,"October","theft",1
"7327","68166",2020,"July","theft",1
"7328","68166",2021,"January","assault",1
"7329","68166",2021,"January","other crimes",1
"7330","68166",2021,"May","theft",1
"7331","68166",2021,"July","other crimes",2
"7332","68166",2021,"July","theft",1
"7333","68166",2022,"April","criminal mischief",1
"7334","68166",2022,"April","other crimes",1
"7335","68166",2022,"April","theft",3
"7336","68166",2022,"May","theft",1
"7337","68166",2022,"August","assault",1
"7338","68166",2022,"August","other crimes",1
"7339","68175",2018,"January","assault",2
"7340","68175",2018,"January","burglary",1
"7341","68175",2018,"January","criminal mischief",1
"7342","68175",2018,"January","other crimes",12
"7343","68175",2018,"January","theft",20
"7344","68175",2018,"February","assault",4
"7345","68175",2018,"February","criminal mischief",3
"7346","68175",2018,"February","other crimes",7
"7347","68175",2018,"February","theft",16
"7348","68175",2018,"March","assault",7
"7349","68175",2018,"March","other crimes",11
"7350","68175",2018,"March","theft",16
"7351","68175",2018,"April","assault",5
"7352","68175",2018,"April","burglary",1
"7353","68175",2018,"April","criminal mischief",3
"7354","68175",2018,"April","other crimes",10
"7355","68175",2018,"April","theft",16
"7356","68175",2018,"May","assault",4
"7357","68175",2018,"May","burglary",1
"7358","68175",2018,"May","criminal mischief",4
"7359","68175",2018,"May","other crimes",9
"7360","68175",2018,"May","theft",13
"7361","68175",2018,"June","assault",2
"7362","68175",2018,"June","burglary",2
"7363","68175",2018,"June","criminal mischief",2
"7364","68175",2018,"June","other crimes",12
"7365","68175",2018,"June","theft",17
"7366","68175",2018,"July","assault",3
"7367","68175",2018,"July","burglary",1
"7368","68175",2018,"July","criminal mischief",5
"7369","68175",2018,"July","other crimes",5
"7370","68175",2018,"July","theft",14
"7371","68175",2018,"August","assault",4
"7372","68175",2018,"August","criminal mischief",1
"7373","68175",2018,"August","other crimes",7
"7374","68175",2018,"August","theft",24
"7375","68175",2018,"September","assault",4
"7376","68175",2018,"September","burglary",1
"7377","68175",2018,"September","criminal mischief",1
"7378","68175",2018,"September","other crimes",12
"7379","68175",2018,"September","theft",10
"7380","68175",2018,"October","assault",7
"7381","68175",2018,"October","criminal mischief",9
"7382","68175",2018,"October","other crimes",7
"7383","68175",2018,"October","theft",30
"7384","68175",2018,"November","assault",4
"7385","68175",2018,"November","criminal mischief",4
"7386","68175",2018,"November","other crimes",32
"7387","68175",2018,"November","theft",15
"7388","68175",2018,"December","assault",1
"7389","68175",2018,"December","other crimes",10
"7390","68175",2018,"December","theft",21
"7391","68175",2019,"January","assault",3
"7392","68175",2019,"January","criminal mischief",8
"7393","68175",2019,"January","other crimes",6
"7394","68175",2019,"January","theft",28
"7395","68175",2019,"February","assault",2
"7396","68175",2019,"February","burglary",1
"7397","68175",2019,"February","criminal mischief",2
"7398","68175",2019,"February","other crimes",9
"7399","68175",2019,"February","theft",17
"7400","68175",2019,"March","assault",3
"7401","68175",2019,"March","burglary",1
"7402","68175",2019,"March","criminal mischief",4
"7403","68175",2019,"March","other crimes",11
"7404","68175",2019,"March","theft",16
"7405","68175",2019,"April","assault",1
"7406","68175",2019,"April","criminal mischief",2
"7407","68175",2019,"April","other crimes",6
"7408","68175",2019,"April","theft",20
"7409","68175",2019,"May","criminal mischief",6
"7410","68175",2019,"May","other crimes",8
"7411","68175",2019,"May","theft",16
"7412","68175",2019,"June","assault",2
"7413","68175",2019,"June","criminal mischief",4
"7414","68175",2019,"June","other crimes",11
"7415","68175",2019,"June","theft",14
"7416","68175",2019,"July","assault",3
"7417","68175",2019,"July","burglary",1
"7418","68175",2019,"July","criminal mischief",2
"7419","68175",2019,"July","other crimes",6
"7420","68175",2019,"July","theft",23
"7421","68175",2019,"August","assault",3
"7422","68175",2019,"August","other crimes",10
"7423","68175",2019,"August","theft",19
"7424","68175",2019,"September","assault",1
"7425","68175",2019,"September","criminal mischief",4
"7426","68175",2019,"September","other crimes",9
"7427","68175",2019,"September","theft",17
"7428","68175",2019,"October","burglary",1
"7429","68175",2019,"October","criminal mischief",1
"7430","68175",2019,"October","other crimes",6
"7431","68175",2019,"October","theft",4
"7432","68175",2019,"November","assault",3
"7433","68175",2019,"November","burglary",1
"7434","68175",2019,"November","criminal mischief",4
"7435","68175",2019,"November","other crimes",6
"7436","68175",2019,"November","theft",10
"7437","68175",2019,"December","assault",1
"7438","68175",2019,"December","burglary",3
"7439","68175",2019,"December","criminal mischief",5
"7440","68175",2019,"December","other crimes",7
"7441","68175",2019,"December","theft",13
"7442","68175",2020,"January","criminal mischief",1
"7443","68175",2020,"January","other crimes",9
"7444","68175",2020,"January","theft",23
"7445","68175",2020,"February","assault",1
